# x1,x2,y
3.745067681573211349e+00,3.404922658717390416e+00,-1.026190378789387792e+00
3.448490363608053277e-01,2.998082206725698473e+00,-6.651313058000462242e+00
1.283426641890284436e+00,1.887869165104016922e-01,3.385959186519631459e+00
1.206705879637667955e+00,2.532956595363387020e+00,-4.143449744598722617e+00
2.863751935995378695e+00,2.832225147240738927e+00,-1.587491795468071620e+00
1.604954779947852517e+00,2.903929732180335233e+00,-4.930715487732880931e+00
3.859771341832111791e+00,2.904679683080547026e+00,-4.079902285129910489e-02
3.812082199149161355e+00,4.581059233520550222e+00,-5.783946985273763275e+00
7.019460544093214516e-01,2.409790002052278890e+00,-4.907599060860334816e-01
2.629205403225698845e+00,1.224038687210027287e-01,4.257007873088369365e+00
4.023588816599080076e+00,3.074682248659948769e+00,1.440511632664635888e+00
1.754131374798087339e+00,9.278547891686755866e-01,1.960811878157916022e+00
2.781130744640762931e+00,4.851191463778358859e+00,-1.037378689587078995e+01
2.701519802335939247e+00,3.920035538456269286e+00,-5.816283642754182637e+00
4.706197299952212809e+00,4.694234389359669635e+00,-4.175155099527194658e+00
3.062596260454414576e+00,1.224675622304925993e+00,2.707338320348911864e+00
3.645375493273528278e+00,2.717084883893536862e+00,1.545278839766851098e+00
1.887342047067879225e+00,6.920699177286288029e-01,2.295992823489881651e+00
3.640740307507929430e+00,1.280522806142762038e+00,3.902186129320033725e+00
4.919769686230263339e+00,1.221375576060586443e+00,1.306337544746285673e+01
4.031610014750455662e+00,6.489623564552698953e-01,8.735128914189026261e+00
2.684642984017441947e+00,4.364059011929605214e-01,2.643686862880211930e+00
4.288139373406346655e-01,6.476925738840411118e-01,4.220150525116106444e-02
5.093390638784167646e-02,4.721043369210444318e+00,-1.547426035783427523e+01
5.350536423204294012e-01,2.337144247341310654e-01,5.084545040456480702e-01
4.733581893764850612e+00,2.914727769251819645e+00,4.783366739367528098e+00
1.626103871825140823e-01,2.298857711144430827e-01,-6.960059791616305391e-01
1.205343437655624239e+00,1.345718616202040696e-01,-1.738783791413407442e-01
3.024771540382775736e-02,3.446295198674137472e-01,1.939118435306218746e+00
5.365375390154442092e-01,1.912638971927137499e+00,-2.705448099841592402e+00
1.609746177929369360e+00,1.996936881847020562e+00,1.303495121023456216e+00
2.160644189061782683e+00,2.470940105783270724e+00,-2.891506784430027288e+00
1.655197161751253532e+00,3.816468264233079832e+00,-8.563842738335964100e+00
1.368755430054509059e+00,3.877978718737948416e+00,-7.374400780030862634e+00
1.407342117102691859e+00,4.820712218731484811e+00,-1.207498008192351335e+01
2.621650983648704525e+00,4.314499702838225481e+00,-8.693626604272726155e+00
6.372755881789421428e-01,1.783362658350877705e+00,-9.661799936559942736e-01
3.881395825457479631e+00,2.480154193725832013e+00,4.359300059222562140e+00
1.729446990797347983e+00,1.914316052450493633e+00,-4.921641833150609546e-01
4.344789712189174757e+00,1.357136126905682083e+00,7.494906224479833234e+00
1.005638860341425023e+00,3.709339207917663472e+00,-6.255222113592047606e+00
1.204995670514159123e+00,4.800472068855987651e-01,2.501459115346295725e+00
3.913733521523333536e+00,3.548542013399430539e-01,8.998280368717921363e+00
4.533993761947421319e+00,3.354919795577728348e+00,9.539013447241742050e-01
3.898742430209077181e+00,3.471783595392110122e+00,-1.879143842727675873e+00
2.096449530889668456e+00,3.677138358793924588e+00,-4.590346771707199736e+00
3.243695741840278313e+00,1.146859044183155429e+00,4.191066893225515955e+00
